Timestamp;RobotID;Pose_X;Pose_Y;Pose_Theta;PathIndex;Velocity;DistanceTraveled;CriticalPoint
2024-01-09/10:18:24.195;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:24.296;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:24.397;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:24.497;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:24.599;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:24.700;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:24.801;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:24.902;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:25.002;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:25.103;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:25.204;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:25.305;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:25.406;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:25.507;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:25.608;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:25.708;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:25.809;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:25.910;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:26.011;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:26.111;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:26.467;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:26.568;1;31.95;57.75;1.57;-1;0.00;0.00;-1
2024-01-09/10:18:26.669;1;31.95;57.75;1.57;0;0.06;0.00;836
2024-01-09/10:18:26.770;1;31.95;57.75;1.57;0;0.19;0.02;836
2024-01-09/10:18:26.871;1;31.95;57.75;1.57;0;0.28;0.04;836
2024-01-09/10:18:26.972;1;31.95;57.74;1.57;0;0.37;0.07;836
2024-01-09/10:18:27.073;1;31.95;57.74;1.57;0;0.49;0.12;836
2024-01-09/10:18:27.174;1;31.95;57.73;1.57;0;0.55;0.15;836
2024-01-09/10:18:27.320;1;31.95;57.72;1.57;0;0.71;0.25;836
2024-01-09/10:18:27.421;1;31.95;57.72;1.57;0;0.84;0.35;836
